"code","causeid","short_desc","long_desc","major","three_digit"
"C187","neo","T.M. DU COLON SIGMOIDE","Tumeur maligne du côlon sigmoïde","Tumeur maligne du côlon","C18"
"C188","neo","T.M. A LOC. CONTIGUES DU COLON","Tumeur maligne à localisations contiguës du côlon","Tumeur maligne du côlon","C18"
"C189","neo","T.M. DU COLON, SAI","Tumeur maligne du côlon, sans précision","Tumeur maligne du côlon","C18"
"C19","neo","T.M. DE LA JONCTION RECTO-SIGMOIDIENNE","Tumeur maligne de la jonction recto-sigmoïdienne","Tumeur maligne de la jonction recto-sigmoïdienne","C19"
"C20","neo","T.M. DU RECTUM","Tumeur maligne du rectum","Tumeur maligne du rectum","C20"
"C210","none","T.M. DE L'ANUS, SAI","Tumeur maligne de l'anus, sans précision","Tumeur maligne de l'anus et du canal anal","C21"
"C211","neo","T.M. DU CANAL ANAL","Tumeur maligne du canal anal","Tumeur maligne de l'anus et du canal anal","C21"
"C218","neo","T.M. A LOC. CONTIGUES DU RECTUM, DE L'ANUS ET DU CANAL ANAL","Tumeur maligne à localisations contiguës du rectum, de l'anus et du canal anal","Tumeur maligne de l'anus et du canal anal","C21"
"C220","none","CARC. HEPATOCELLULAIRE","Carcinome hépatocellulaire","Tumeur maligne du foie et des voies biliaires intrahépatiques","C22"
"C221","neo","CARC. DU CANAL BIL. INTRAHEPATIQUE","Carcinome du canal biliaire intrahépatique","Tumeur maligne du foie et des voies biliaires intrahépatiques","C22"
"C222","neo","HEPATOBLASTOME","Hépatoblastome","Tumeur maligne du foie et des voies biliaires intrahépatiques","C22"
"C223","neo","ANGIOSARCOME DU FOIE","Angiosarcome du foie","Tumeur maligne du foie et des voies biliaires intrahépatiques","C22"
"C229","neo","T.M. DU FOIE, SAI","Tumeur maligne du foie, sans précision","Tumeur maligne du foie et des voies biliaires intrahépatiques","C22"
"C23","neo","T.M. DE LA VESICULE BIL.","Tumeur maligne de la vésicule biliaire","Tumeur maligne de la vésicule biliaire","C23"
"C240","none","T.M. DU CANAL BIL. EXTRA-HEPATIQUE","Tumeur maligne du canal biliaire extra-hépatique","Tumeurs malignes des voies biliaires, autres et non précisées","C24"
"C241","neo","T.M. DE L'AMPOULE DE VATER","Tumeur maligne de l'ampoule de Vater","Tumeurs malignes des voies biliaires, autres et non précisées","C24"
"C248","neo","T.M. A LOC. CONTIGUES DES VOIES BIL.","Tumeur maligne à localisations contiguës des voies biliaires","Tumeurs malignes des voies biliaires, autres et non précisées","C24"
"C249","neo","T.M. DES VOIES BIL., SAI","Tumeur maligne des voies biliaires, sans précision","Tumeurs malignes des voies biliaires, autres et non précisées","C24"
"C250","none","T.M. DE LA TETE DU PANCREAS","Tumeur maligne de la tête du pancréas","Tumeur maligne du pancréas","C25"
"C251","neo","T.M. DU CORPS DU PANCREAS","Tumeur maligne du corps du pancréas","Tumeur maligne du pancréas","C25"
"C252","neo","T.M. DE LA QUEUE DU PANCREAS","Tumeur maligne de la queue du pancréas","Tumeur maligne du pancréas","C25"
"C254","neo","T.M. DU PANCREAS ENDOCRINE","Tumeur maligne du pancréas endocrine","Tumeur maligne du pancréas","C25"
"C257","neo","T.M. D'AUTRES PARTIES DU PANCREAS","Tumeur maligne d'autres parties du pancréas","Tumeur maligne du pancréas","C25"
"C258","neo","T.M. A LOC. CONTIGUES DU PANCREAS","Tumeur maligne à localisations contiguës du pancréas","Tumeur maligne du pancréas","C25"
"C259","neo","T.M. DU PANCREAS, SAI","Tumeur maligne du pancréas, sans précision","Tumeur maligne du pancréas","C25"
"C260","none","T.M. DU TRACTUS INTEST.","Tumeur maligne du tractus intestinal, (partie non précisée)","Tumeur maligne des organes digestifs, de sièges autres et mal définis","C26"
"C261","none","T.M. DE LA RATE","Tumeur maligne de la rate","Tumeur maligne des organes digestifs, de sièges autres et mal définis","C26"
"C268","none","T.M. A LOC. CONTIGUES DE L'APP. DIG.","Tumeur maligne à localisations contiguës de l'appareil digestif","Tumeur maligne des organes digestifs, de sièges autres et mal définis","C26"
"C269","none","T.M. DE SIEGES MAL DEFINIS DE L'APP. DIG.","Tumeur maligne de sièges mal définis de l'appareil digestif","Tumeur maligne des organes digestifs, de sièges autres et mal définis","C26"
"C300","none","T.M. DES FOSSES NASALES","Tumeur maligne des fosses nasales","Tumeur maligne des fosses nasales et de l'oreille moyenne","C30"
"C301","neo","T.M. DE L'OREILLE MOY.","Tumeur maligne de l'oreille moyenne","Tumeur maligne des fosses nasales et de l'oreille moyenne","C30"
"C310","none","T.M. DU SINUS MAXILLAIRE","Tumeur maligne du sinus maxillaire","Tumeur maligne des sinus de la face","C31"
"C311","neo","T.M. DU SINUS ETHMOIDAL","Tumeur maligne du sinus ethmoïdal","Tumeur maligne des sinus de la face","C31"
"C312","neo","T.M. DU SINUS FRONTAL","Tumeur maligne du sinus frontal","Tumeur maligne des sinus de la face","C31"
"C313","neo","T.M. DU SINUS SPHENOIDAL","Tumeur maligne du sinus sphénoïdal","Tumeur maligne des sinus de la face","C31"
"C319","neo","T.M. DES SINUS DE LA FACE, SAI","Tumeur maligne des sinus de la face, sans précision","Tumeur maligne des sinus de la face","C31"
"C320","none","T.M. DE LA GLOTTE","Tumeur maligne de la glotte","Tumeur maligne du larynx","C32"
"C321","neo","T.M. DE L'ETAGE SUS-GLOTTIQUE","Tumeur maligne de l'étage sus-glottique","Tumeur maligne du larynx","C32"
"C323","neo","T.M. DU CARTILAGE LARYNGE","Tumeur maligne du cartilage laryngé","Tumeur maligne du larynx","C32"
"C329","neo","T.M. DU LARYNX, SAI","Tumeur maligne du larynx, sans précision","Tumeur maligne du larynx","C32"
"C33","neo","T.M. DE LA TRACHEE","Tumeur maligne de la trachée","Tumeur maligne de la trachée","C33"
"C340","none","T.M. DE LA BRONCHE SOUCHE","Tumeur maligne de la bronche souche","Tumeur maligne des bronches et du poumon","C34"
"C341","neo","T.M. DU LOBE SUP., BRONCHES OU POUMON","Tumeur maligne du lobe supérieur, bronches ou poumon","Tumeur maligne des bronches et du poumon","C34"
"C342","neo","T.M. DU LOBE MOY., BRONCHES OU POUMON","Tumeur maligne du lobe moyen, bronches ou poumon","Tumeur maligne des bronches et du poumon","C34"
"C343","neo","T.M. DU LOBE INF., BRONCHES OU POUMON","Tumeur maligne du lobe inférieur, bronches ou poumon","Tumeur maligne des bronches et du poumon","C34"
"C349","neo","T.M. DE BRONCHE OU DU POUMON, SAI","Tumeur maligne de bronche ou du poumon, sans précision","Tumeur maligne des bronches et du poumon","C34"
"C37","neo","T.M. DU THYMUS","Tumeur maligne du thymus","Tumeur maligne du thymus","C37"
"C380","none","T.M. DU COEUR","Tumeur maligne du coeur","Tumeur maligne du coeur, du médiastin et de la plèvre","C38"
"C383","neo","T.M. DU MEDIASTIN, PARTIE SAI","Tumeur maligne du médiastin, partie non précisée","Tumeur maligne du coeur, du médiastin et de la plèvre","C38"
"C384","neo","T.M. DE LA PLEVRE","Tumeur maligne de la plèvre","Tumeur maligne du coeur, du médiastin et de la plèvre","C38"
"C399","none","T.M. DE SIEGES MAL DEFINIS DE L'APP. RESP.","Tumeur maligne de sièges mal définis de l'appareil respiratoire","Tumeur maligne de l'appareil respiratoire et des organes intrathoraciques, de sièges autres et mal définis","C39"
"C400","none","T.M. DE L'OMOPLATE ET DES OS LONGS DU MB. SUP.","Tumeur maligne de l'omoplate et des os longs du membre supérieur","Tumeur maligne des os et du cartilage articulaire des membres","C40"
"C402","neo","T.M. DES OS LONGS DU MB. INF.","Tumeur maligne des os longs du membre inférieur","Tumeur maligne des os et du cartilage articulaire des membres","C40"
"C409","neo","T.M. DES OS ET DU CARTILAGE ARTIC. D'UN MB., SAI","Tumeur maligne des os et du cartilage articulaire d'un membre, sans précision","Tumeur maligne des os et du cartilage articulaire des membres","C40"
"C410","none","T.M. DES OS DU CRANE ET DE LA FACE","Tumeur maligne des os du crâne et de la face","Tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés","C41"
"C411","neo","T.M. DE LA MANDIBULE","Tumeur maligne de la mandibule","Tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés","C41"
"C412","neo","T.M. DU RACHIS","Tumeur maligne du rachis","Tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés","C41"
"C413","neo","T.M. DES COTES, DU STERNUM ET DE LA CLAVICULE","Tumeur maligne des côtes, du sternum et de la clavicule","Tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés","C41"
"C414","neo","T.M. DES OS DU PELVIS, DU SACRUM ET DU COCCYX","Tumeur maligne des os du pelvis, du sacrum et du coccyx","Tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés","C41"
"C419","neo","T.M. DES OS ET DU CARTILAGE ARTIC., SAI","Tumeur maligne des os et du cartilage articulaire, sans précision","Tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés","C41"
"C430","none","MELANOME MALIN DE LA LEVRE","Mélanome malin de la lèvre","Mélanome malin de la peau","C43"
"C431","neo","MELANOME MALIN DE LA PAUPIERE, Y COMPRIS LE CANTHUS","Mélanome malin de la paupière, y compris le canthus","Mélanome malin de la peau","C43"
"C432","neo","MELANOME MALIN DE L'OREILLE ET DU CONDUIT AUDITIF EXT.","Mélanome malin de l'oreille et du conduit auditif externe","Mélanome malin de la peau","C43"
"C433","neo","MELANOME MALIN DE LA FACE, PARTIES NCA OU SAI","Mélanome malin de la face, parties autres et non précisées","Mélanome malin de la peau","C43"
"C434","neo","MELANOME MALIN DU CUIR CHEVELU ET DU COU","Mélanome malin du cuir chevelu et du cou","Mélanome malin de la peau","C43"
"C435","neo","MELANOME MALIN DU TRONC","Mélanome malin du tronc","Mélanome malin de la peau","C43"
"C436","neo","MELANOME MALIN DU MB. SUP., Y COMPRIS L'EPAULE","Mélanome malin du membre supérieur, y compris l'épaule","Mélanome malin de la peau","C43"
"C437","neo","MELANOME MALIN DU MB. INF., Y COMPRIS LA HANCHE","Mélanome malin du membre inférieur, y compris la hanche","Mélanome malin de la peau","C43"
"C439","neo","MELANOME DE LA PEAU, SAI","Mélanome (malin) de la peau, sans précision","Mélanome malin de la peau","C43"
"C440","none","T.M. DE LA FACE CUTANEE DE LA LEVRE","Tumeur maligne de la face cutanée de la lèvre","Autres tumeurs malignes de la peau","C44"
"C442","neo","T.M. DE LA PEAU DE L'OREILLE ET DU CONDUIT AUDITIF EXT.","Tumeur maligne de la peau de l'oreille et du conduit auditif externe","Autres tumeurs malignes de la peau","C44"
"C443","neo","T.M. DE LA PEAU DE LA FACE, PARTIES NCA OU SAI","Tumeur maligne de la peau de la face, parties autres et non précisées","Autres tumeurs malignes de la peau","C44"
"C444","neo","T.M. DE LA PEAU DU CUIR CHEVELU ET DU COU","Tumeur maligne de la peau du cuir chevelu et du cou","Autres tumeurs malignes de la peau","C44"
"C445","neo","T.M. DE LA PEAU DU TRONC","Tumeur maligne de la peau du tronc","Autres tumeurs malignes de la peau","C44"
"C446","neo","T.M. DE LA PEAU DU MB. SUP., Y COMPRIS L'EPAULE","Tumeur maligne de la peau du membre supérieur, y compris l'épaule","Autres tumeurs malignes de la peau","C44"
"C447","neo","T.M. DE LA PEAU DU MB. INF., Y COMPRIS LA HANCHE","Tumeur maligne de la peau du membre inférieur, y compris la hanche","Autres tumeurs malignes de la peau","C44"
"C449","neo","T.M. DE LA PEAU, SAI","Tumeur maligne de la peau, sans précision","Autres tumeurs malignes de la peau","C44"
"C450","none","MESOTHELIOME DE LA PLEVRE","Mésothéliome de la plèvre","Mésothéliome","C45"
"C451","neo","MESOTHELIOME DU PERITOINE","Mésothéliome du péritoine","Mésothéliome","C45"
"C457","neo","MESOTHELIOME D'AUTRES SIEGES","Mésothéliome d'autres sièges","Mésothéliome","C45"
"C459","neo","MESOTHELIOME, SAI","Mésothéliome, sans précision","Mésothéliome","C45"
"C460","none","SARCOME DE KAPOSI DE LA PEAU","Sarcome de Kaposi de la peau","Sarcome de Kaposi","C46"
"C469","none","SARCOME DE KAPOSI, SAI","Sarcome de Kaposi, sans précision","Sarcome de Kaposi","C46"
"C470","none","T.M. DES NERFS PERIPH. DE TETE, FACE, COU","Tumeur maligne des nerfs périphériques de la tête, de la face et du cou","Tumeur maligne des nerfs périphériques et du système nerveux autonome","C47"
"C471","neo","T.M. DES NERFS PERIPH. DU MB. SUP., Y COMPRIS L'EPAULE","Tumeur maligne des nerfs périphériques du membre supérieur, y compris l'épaule","Tumeur maligne des nerfs périphériques et du système nerveux autonome","C47"
"C472","neo","T.M. DES NERFS PERIPH. DU MB. INF., Y COMPRIS LA HANCHE","Tumeur maligne des nerfs périphériques du membre inférieur, y compris la hanche","Tumeur maligne des nerfs périphériques et du système nerveux autonome","C47"
"C473","neo","T.M. DES NERFS PERIPH. DU THOR.","Tumeur maligne des nerfs périphériques du thorax","Tumeur maligne des nerfs périphériques et du système nerveux autonome","C47"
"C475","neo","T.M. DES NERFS PERIPH. DU PELVIS","Tumeur maligne des nerfs périphériques du pelvis","Tumeur maligne des nerfs périphériques et du système nerveux autonome","C47"
"C479","neo","T.M. DES NERFS PERIPH. ET DU SYST. NERV. AUTONOME, SAI","Tumeur maligne des nerfs périphériques et du système nerveux autonome, sans précision","Tumeur maligne des nerfs périphériques et du système nerveux autonome","C47"
"C480","none","T.M. DU RETROPERITOINE","Tumeur maligne du rétropéritoine","Tumeur maligne du rétropéritoine et du péritoine","C48"
"C481","neo","T.M. DES PARTIES PREC. DU PERITOINE","Tumeur maligne des parties précisées du péritoine","Tumeur maligne du rétropéritoine et du péritoine","C48"
"C482","neo","T.M. DU PERITOINE, SAI","Tumeur maligne du péritoine, sans précision","Tumeur maligne du rétropéritoine et du péritoine","C48"
"C490","none","T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DE TETE, FACE, COU","Tumeur maligne du tissu conjonctif et des autres tissus mous de la tête, de la face et du cou","Tumeur maligne du tissu conjonctif et des autres tissus mous","C49"
"C491","neo","T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DU MB. SUP., EPAULE","Tumeur maligne du tissu conjonctif et des autres tissus mous du membre supérieur, y compris l'épaule","Tumeur maligne du tissu conjonctif et des autres tissus mous","C49"
"C492","neo","T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DU MB. INF., HANCHE","Tumeur maligne du tissu conjonctif et des autres tissus mous du membre inférieur, y compris la hanche","Tumeur maligne du tissu conjonctif et des autres tissus mous","C49"
"C493","neo","T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DU THOR.","Tumeur maligne du tissu conjonctif et des autres tissus mous du thorax","Tumeur maligne du tissu conjonctif et des autres tissus mous","C49"
"C494","neo","T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DE L'ABDO.","Tumeur maligne du tissu conjonctif et des autres tissus mous de l'abdomen","Tumeur maligne du tissu conjonctif et des autres tissus mous","C49"
"C495","neo","T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DU PELVIS","Tumeur maligne du tissu conjonctif et des autres tissus mous du pelvis","Tumeur maligne du tissu conjonctif et des autres tissus mous","C49"
"C498","neo","T.M. A LOC. CONTIGUES DU TISSU CONJ. ET DES TISSUS MOUS NCA","Tumeur maligne à localisations contiguës du tissu conjonctif et des autres tissus mous","Tumeur maligne du tissu conjonctif et des autres tissus mous","C49"
"C499","neo","T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA, DE SIEGE SAI","Tumeur maligne du tissu conjonctif et des autres tissus mous, sans précision","Tumeur maligne du tissu conjonctif et des autres tissus mous","C49"
"C500","none","T.M. DU MAMELON ET DE L'AREOLE","Tumeur maligne du mamelon et de l'aréole","Tumeur maligne du sein","C50"
"C501","neo","T.M. DE LA PARTIE CENTRALE DU SEIN","Tumeur maligne de la partie centrale du sein","Tumeur maligne du sein","C50"
"C509","neo","T.M. DU SEIN, SAI","Tumeur maligne du sein, sans précision","Tumeur maligne du sein","C50"
"C510","none","T.M. DE LA GD. LEVRE","Tumeur maligne de la grande lèvre","Tumeur maligne de la vulve","C51"
"C519","neo","T.M. DE LA VULVE, SAI","Tumeur maligne de la vulve, sans précision","Tumeur maligne de la vulve","C51"
"C52","neo","T.M. DU VAGIN","Tumeur maligne du vagin","Tumeur maligne du vagin","C52"
"C530","none","T.M. DE L'ENDOCOL","Tumeur maligne de l'endocol","Tumeur maligne du col de l'utérus","C53"
"C539","neo","T.M. DU COL DE L'UTERUS, SAI","Tumeur maligne du col de l'utérus, sans précision","Tumeur maligne du col de l'utérus","C53"
"C541","neo","T.M. DE L'ENDOMETRE","Tumeur maligne de l'endomètre","Tumeur maligne du corps de l'utérus","C54"
"C549","neo","T.M. DU CORPS DE L'UTERUS, SAI","Tumeur maligne du corps de l'utérus, sans précision","Tumeur maligne du corps de l'utérus","C54"
