causeid,all_text
neo,"['c52', 'malignant', 'neoplasm', 'vagina', 'malignant', 'neoplasms', 'female', 'genital', 'organs', 'neoplasms']"
neo,"['c539', 'malignant', 'neoplasm', 'cervix', 'uteri', 'unspecified', 'malignant', 'neoplasms', 'female', 'genital', 'organs', 'neoplasms']"
neo,"['c541', 'malignant', 'neoplasm', 'endometrium', 'malignant', 'neoplasms', 'female', 'genital', 'organs', 'neoplasms']"
neo,"['c549', 'malignant', 'neoplasm', 'corpus', 'uteri', 'unspecified', 'malignant', 'neoplasms', 'female', 'genital', 'organs', 'neoplasms']"
neo,"['c55', 'malignant', 'neoplasm', 'uterus', 'part', 'unspecified', 'malignant', 'neoplasms', 'female', 'genital', 'organs', 'neoplasms']"
neo,"['c56', 'malignant', 'neoplasm', 'ovary', 'malignant', 'neoplasms', 'female', 'genital', 'organs', 'neoplasms']"
neo,"['c577', 'malignant', 'neoplasm', 'specified', 'female', 'genital', 'organs', 'malignant', 'neoplasms', 'female', 'genital', 'organs', 'neoplasms']"
neo,"['c578', 'malignant', 'neoplasm', 'overlapping', 'sites', 'female', 'genital', 'organs', 'malignant', 'neoplasms', 'female', 'genital', 'organs', 'neoplasms']"
neo,"['c609', 'malignant', 'neoplasm', 'penis', 'unspecified', 'malignant', 'neoplasms', 'male', 'genital', 'organs', 'neoplasms']"
neo,"['c61', 'malignant', 'neoplasm', 'prostate', 'malignant', 'neoplasms', 'male', 'genital', 'organs', 'neoplasms']"
neo,"['c629', 'malignant', 'neoplasm', 'testis', 'unspecified', 'whether', 'descended', 'undescended', 'malignant', 'neoplasms', 'male', 'genital', 'organs', 'neoplasms']"
neo,"['c631', 'malignant', 'neoplasm', 'spermatic', 'cord', 'malignant', 'neoplasms', 'male', 'genital', 'organs', 'neoplasms']"
neo,"['c632', 'malignant', 'neoplasm', 'scrotum', 'malignant', 'neoplasms', 'male', 'genital', 'organs', 'neoplasms']"
neo,"['c64', 'malignant', 'neoplasm', 'kidney', 'except', 'renal', 'pelvis', 'malignant', 'neoplasms', 'urinary', 'tract', 'neoplasms']"
neo,"['c65', 'malignant', 'neoplasm', 'renal', 'pelvis', 'malignant', 'neoplasms', 'urinary', 'tract', 'neoplasms']"
neo,"['c66', 'malignant', 'neoplasm', 'ureter', 'malignant', 'neoplasms', 'urinary', 'tract', 'neoplasms']"
neo,"['c677', 'malignant', 'neoplasm', 'urachus', 'malignant', 'neoplasms', 'urinary', 'tract', 'neoplasms']"
neo,"['c679', 'malignant', 'neoplasm', 'bladder', 'unspecified', 'malignant', 'neoplasms', 'urinary', 'tract', 'neoplasms']"
neo,"['c688', 'malignant', 'neoplasm', 'overlapping', 'sites', 'urinary', 'organs', 'malignant', 'neoplasms', 'urinary', 'tract', 'neoplasms']"
neo,"['c692', 'malignant', 'neoplasm', 'retina', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c693', 'malignant', 'neoplasm', 'choroid', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c694', 'malignant', 'neoplasm', 'ciliary', 'body', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c695', 'malignant', 'neoplasm', 'lacrimal', 'gland', 'duct', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c696', 'malignant', 'neoplasm', 'orbit', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c699', 'malignant', 'neoplasm', 'unspecified', 'site', 'eye', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c709', 'malignant', 'neoplasm', 'meninges', 'unspecified', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c711', 'malignant', 'neoplasm', 'frontal', 'lobe', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c712', 'malignant', 'neoplasm', 'temporal', 'lobe', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c713', 'malignant', 'neoplasm', 'parietal', 'lobe', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c714', 'malignant', 'neoplasm', 'occipital', 'lobe', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c715', 'malignant', 'neoplasm', 'cerebral', 'ventricle', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c716', 'malignant', 'neoplasm', 'cerebellum', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c717', 'malignant', 'neoplasm', 'brain', 'stem', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c718', 'malignant', 'neoplasm', 'overlapping', 'sites', 'brain', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c719', 'malignant', 'neoplasm', 'brain', 'unspecified', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c722', 'malignant', 'neoplasm', 'olfactory', 'nerve', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c724', 'malignant', 'neoplasm', 'acoustic', 'nerve', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c729', 'malignant', 'neoplasm', 'central', 'nervous', 'system', 'unspecified', 'malignant', 'neoplasms', 'eye', 'brain', 'parts', 'central', 'nervous', 'system', 'neoplasms']"
neo,"['c73', 'malignant', 'neoplasm', 'thyroid', 'gland', 'malignant', 'neoplasms', 'thyroid', 'endocrine', 'glands', 'neoplasms']"
neo,"['c741', 'malignant', 'neoplasm', 'medulla', 'adrenal', 'gland', 'malignant', 'neoplasms', 'thyroid', 'endocrine', 'glands', 'neoplasms']"
neo,"['c749', 'malignant', 'neoplasm', 'unspecified', 'part', 'adrenal', 'gland', 'malignant', 'neoplasms', 'thyroid', 'endocrine', 'glands', 'neoplasms']"
neo,"['c751', 'malignant', 'neoplasm', 'pituitary', 'gland', 'malignant', 'neoplasms', 'thyroid', 'endocrine', 'glands', 'neoplasms']"
neo,"['c753', 'malignant', 'neoplasm', 'pineal', 'gland', 'malignant', 'neoplasms', 'thyroid', 'endocrine', 'glands', 'neoplasms']"
neo,"['c755', 'malignant', 'neoplasm', 'aortic', 'body', 'paraganglia', 'malignant', 'neoplasms', 'thyroid', 'endocrine', 'glands', 'neoplasms']"
neo,"['c819', 'hodgkin', 'lymphoma', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c821', 'follicular', 'lymphoma', 'grade', 'ii', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c829', 'follicular', 'lymphoma', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c831', 'mantle', 'cell', 'lymphoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c833', 'diffuse', 'large', 'bcell', 'lymphoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c835', 'lymphoblastic', 'diffuse', 'lymphoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c837', 'burkitt', 'lymphoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c838', 'nonfollicular', 'lymphoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c839', 'nonfollicular', 'diffuse', 'lymphoma', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c844', 'peripheral', 'tcell', 'lymphoma', 'classified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c851', 'unspecified', 'bcell', 'lymphoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c852', 'mediastinal', 'thymic', 'large', 'bcell', 'lymphoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c859', 'nonhodgkin', 'lymphoma', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c882', 'heavy', 'chain', 'disease', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c901', 'plasma', 'cell', 'leukemia', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c902', 'extramedullary', 'plasmacytoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c911', 'chronic', 'lymphocytic', 'leukemia', 'bcell', 'type', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c913', 'prolymphocytic', 'leukemia', 'bcell', 'type', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c914', 'hairy', 'cell', 'leukemia', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c915', 'adult', 'tcell', 'lymphomaleukemia', 'htlv1associated', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c919', 'lymphoid', 'leukemia', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c921', 'chronic', 'myeloid', 'leukemia', 'bcrablpositive', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c922', 'atypical', 'chronic', 'myeloid', 'leukemia', 'bcrablnegative', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c923', 'myeloid', 'sarcoma', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c924', 'acute', 'promyelocytic', 'leukemia', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c925', 'acute', 'myelomonocytic', 'leukemia', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c929', 'myeloid', 'leukemia', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c931', 'chronic', 'myelomonocytic', 'leukemia', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c939', 'monocytic', 'leukemia', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c944', 'acute', 'panmyelosis', 'myelofibrosis', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c951', 'chronic', 'leukemia', 'unspecified', 'cell', 'type', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c959', 'leukemia', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c962', 'malignant', 'mast', 'cell', 'neoplasm', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c966', 'unifocal', 'langerhanscell', 'histiocytosis', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['c969', 'malignant', 'neoplasm', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'unspecified', 'malignant', 'neoplasms', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'neoplasms']"
neo,"['d126', 'benign', 'neoplasm', 'colon', 'unspecified', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d131', 'benign', 'neoplasm', 'stomach', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d134', 'benign', 'neoplasm', 'liver', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d136', 'benign', 'neoplasm', 'pancreas', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d137', 'benign', 'neoplasm', 'endocrine', 'pancreas', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d143', 'benign', 'neoplasm', 'bronchus', 'lung', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d151', 'benign', 'neoplasm', 'heart', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d157', 'benign', 'neoplasm', 'specified', 'intrathoracic', 'organs', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d164', 'benign', 'neoplasm', 'bones', 'skull', 'face', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d165', 'benign', 'neoplasm', 'lower', 'jaw', 'bone', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d239', 'benign', 'neoplasm', 'skin', 'unspecified', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
otherncd,"['d259', 'leiomyoma', 'uterus', 'unspecified', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d27', 'benign', 'neoplasm', 'ovary', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d303', 'benign', 'neoplasm', 'bladder', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d321', 'benign', 'neoplasm', 'spinal', 'meninges', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d329', 'benign', 'neoplasm', 'meninges', 'unspecified', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d331', 'benign', 'neoplasm', 'brain', 'infratentorial', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d332', 'benign', 'neoplasm', 'brain', 'unspecified', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d333', 'benign', 'neoplasm', 'cranial', 'nerves', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d337', 'benign', 'neoplasm', 'specified', 'parts', 'central', 'nervous', 'system', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d352', 'benign', 'neoplasm', 'pituitary', 'gland', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d361', 'benign', 'neoplasm', 'peripheral', 'nerves', 'autonomic', 'nervous', 'system', 'benign', 'neoplasms', 'except', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d371', 'neoplasm', 'uncertain', 'behavior', 'stomach', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d372', 'neoplasm', 'uncertain', 'behavior', 'small', 'intestine', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d374', 'neoplasm', 'uncertain', 'behavior', 'colon', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d375', 'neoplasm', 'uncertain', 'behavior', 'rectum', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d381', 'neoplasm', 'uncertain', 'behavior', 'trachea', 'bronchus', 'lung', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d383', 'neoplasm', 'uncertain', 'behavior', 'mediastinum', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d385', 'neoplasm', 'uncertain', 'behavior', 'respiratory', 'organs', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d391', 'neoplasm', 'uncertain', 'behavior', 'ovary', 'benign', 'neuroendocrine', 'tumors', 'neoplasms']"
neo,"['d412', 'neoplasm', 'uncertain', 'behavior', 'ureter', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d414', 'neoplasm', 'uncertain', 'behavior', 'bladder', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d429', 'neoplasm', 'uncertain', 'behavior', 'meninges', 'unspecified', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d431', 'neoplasm', 'uncertain', 'behavior', 'brain', 'infratentorial', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d432', 'neoplasm', 'uncertain', 'behavior', 'brain', 'unspecified', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d434', 'neoplasm', 'uncertain', 'behavior', 'spinal', 'cord', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d439', 'neoplasm', 'uncertain', 'behavior', 'central', 'nervous', 'system', 'unspecified', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d443', 'neoplasm', 'uncertain', 'behavior', 'pituitary', 'gland', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d444', 'neoplasm', 'uncertain', 'behavior', 'craniopharyngeal', 'duct', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d445', 'neoplasm', 'uncertain', 'behavior', 'pineal', 'gland', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d447', 'neoplasm', 'uncertain', 'behavior', 'aortic', 'body', 'paraganglia', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d45', 'polycythemia', 'vera', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d464', 'refractory', 'anemia', 'unspecified', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d469', 'myelodysplastic', 'syndrome', 'unspecified', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d471', 'chronic', 'myeloproliferative', 'disease', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d472', 'monoclonal', 'gammopathy', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d473', 'essential', 'hemorrhagic', 'thrombocythemia', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d474', 'osteomyelofibrosis', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
neo,"['d479', 'neoplasm', 'uncertain', 'behavior', 'lymphoid', 'hematopoietic', 'related', 'tissue', 'unspecified', 'neoplasms', 'uncertain', 'behavior', 'polycythemia', 'vera', 'myelodysplastic', 'syndromes', 'neoplasms']"
