code,causeid,short_desc,long_desc,three_digit,sub_chapter,chapter
C250,none,Malignant neoplasm of head of pancreas,Malignant neoplasm of head of pancreas,C25,Malignant Neoplasms Of Digestive Organs,Neoplasms
C251,neo,Malignant neoplasm of body of pancreas,Malignant neoplasm of body of pancreas,C25,Malignant Neoplasms Of Digestive Organs,Neoplasms
C252,neo,Malignant neoplasm of tail of pancreas,Malignant neoplasm of tail of pancreas,C25,Malignant Neoplasms Of Digestive Organs,Neoplasms
C254,neo,Malignant neoplasm of endocrine pancreas,Malignant neoplasm of endocrine pancreas,C25,Malignant Neoplasms Of Digestive Organs,Neoplasms
C257,neo,Malignant neoplasm of other parts of pancreas,Malignant neoplasm of other parts of pancreas,C25,Malignant Neoplasms Of Digestive Organs,Neoplasms
C258,neo,Malignant neoplasm of overlapping sites of pancreas,Malignant neoplasm of overlapping sites of pancreas,C25,Malignant Neoplasms Of Digestive Organs,Neoplasms
C259,neo,"Malignant neoplasm of pancreas, unspecified","Malignant neoplasm of pancreas, unspecified",C25,Malignant Neoplasms Of Digestive Organs,Neoplasms
C260,none,"Malignant neoplasm of intestinal tract, part unspecified","Malignant neoplasm of intestinal tract, part unspecified",C26,Malignant Neoplasms Of Digestive Organs,Neoplasms
C261,none,Malignant neoplasm of spleen,Malignant neoplasm of spleen,C26,Malignant Neoplasms Of Digestive Organs,Neoplasms
C268,none,NA,NA,NA,NA,NA
C269,none,Malignant neoplasm of ill-defined sites within the dgstv sys,Malignant neoplasm of ill-defined sites within the digestive system,C26,Malignant Neoplasms Of Digestive Organs,Neoplasms
C300,none,Malignant neoplasm of nasal cavity,Malignant neoplasm of nasal cavity,C30,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C301,neo,Malignant neoplasm of middle ear,Malignant neoplasm of middle ear,C30,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C310,none,Malignant neoplasm of maxillary sinus,Malignant neoplasm of maxillary sinus,C31,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C311,neo,Malignant neoplasm of ethmoidal sinus,Malignant neoplasm of ethmoidal sinus,C31,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C312,neo,Malignant neoplasm of frontal sinus,Malignant neoplasm of frontal sinus,C31,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C313,neo,Malignant neoplasm of sphenoid sinus,Malignant neoplasm of sphenoid sinus,C31,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C319,neo,"Malignant neoplasm of accessory sinus, unspecified","Malignant neoplasm of accessory sinus, unspecified",C31,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C320,none,Malignant neoplasm of glottis,Malignant neoplasm of glottis,C32,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C321,neo,Malignant neoplasm of supraglottis,Malignant neoplasm of supraglottis,C32,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C323,neo,Malignant neoplasm of laryngeal cartilage,Malignant neoplasm of laryngeal cartilage,C32,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C329,neo,"Malignant neoplasm of larynx, unspecified","Malignant neoplasm of larynx, unspecified",C32,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C33,neo,Malignant neoplasm of trachea,Malignant neoplasm of trachea,C33,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C340,none,Malignant neoplasm of main bronchus,Malignant neoplasm of main bronchus,C34,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C341,neo,"Malignant neoplasm of upper lobe, bronchus or lung","Malignant neoplasm of upper lobe, bronchus or lung",C34,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C342,neo,"Malignant neoplasm of middle lobe, bronchus or lung","Malignant neoplasm of middle lobe, bronchus or lung",C34,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C343,neo,"Malignant neoplasm of lower lobe, bronchus or lung","Malignant neoplasm of lower lobe, bronchus or lung",C34,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C349,neo,Malignant neoplasm of unspecified part of bronchus or lung,Malignant neoplasm of unspecified part of bronchus or lung,C34,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C37,neo,Malignant neoplasm of thymus,Malignant neoplasm of thymus,C37,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C380,none,Malignant neoplasm of heart,Malignant neoplasm of heart,C38,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C383,neo,"Malignant neoplasm of mediastinum, part unspecified","Malignant neoplasm of mediastinum, part unspecified",C38,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C384,neo,Malignant neoplasm of pleura,Malignant neoplasm of pleura,C38,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C399,none,"Malignant neoplasm of lower respiratory tract, part unsp","Malignant neoplasm of lower respiratory tract, part unspecified",C39,Malignant Neoplasms Of Respiratory And Intrathoracic Organs,Neoplasms
C400,none,Malignant neoplasm of scapula and long bones of upper limb,Malignant neoplasm of scapula and long bones of upper limb,C40,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C402,neo,Malignant neoplasm of long bones of lower limb,Malignant neoplasm of long bones of lower limb,C40,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C409,neo,Malignant neoplasm of unsp bones and artic cartilage of limb,Malignant neoplasm of unspecified bones and articular cartilage of limb,C40,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C410,none,Malignant neoplasm of bones of skull and face,Malignant neoplasm of bones of skull and face,C41,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C411,neo,Malignant neoplasm of mandible,Malignant neoplasm of mandible,C41,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C412,neo,Malignant neoplasm of vertebral column,Malignant neoplasm of vertebral column,C41,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C413,neo,"Malignant neoplasm of ribs, sternum and clavicle","Malignant neoplasm of ribs, sternum and clavicle",C41,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C414,neo,"Malignant neoplasm of pelvic bones, sacrum and coccyx","Malignant neoplasm of pelvic bones, sacrum and coccyx",C41,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C419,neo,"Malignant neoplasm of bone and articular cartilage, unsp","Malignant neoplasm of bone and articular cartilage, unspecified",C41,Malignant Neoplasms Of Bone And Articular Cartilage,Neoplasms
C430,none,Malignant melanoma of lip,Malignant melanoma of lip,C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C431,neo,"Malignant melanoma of eyelid, including canthus","Malignant melanoma of eyelid, including canthus",C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C432,neo,Malignant melanoma of ear and external auricular canal,Malignant melanoma of ear and external auricular canal,C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C433,neo,Malignant melanoma of other and unspecified parts of face,Malignant melanoma of other and unspecified parts of face,C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C434,neo,Malignant melanoma of scalp and neck,Malignant melanoma of scalp and neck,C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C435,neo,Malignant melanoma of trunk,Malignant melanoma of trunk,C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C436,neo,"Malignant melanoma of upper limb, including shoulder","Malignant melanoma of upper limb, including shoulder",C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C437,neo,"Malignant melanoma of lower limb, including hip","Malignant melanoma of lower limb, including hip",C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C439,neo,"Malignant melanoma of skin, unspecified","Malignant melanoma of skin, unspecified",C43,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C440,none,Other and unspecified malignant neoplasm of skin of lip,Other and unspecified malignant neoplasm of skin of lip,C44,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C442,neo,Oth and unsp malig neoplasm skin/ ear and extrn auric canal,Other and unspecified malignant neoplasm of skin of ear and external auricular canal,C44,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C443,neo,Oth and unsp malignant neoplasm skin/ and unsp parts of face,Other and unspecified malignant neoplasm of skin of other and unspecified parts of face,C44,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C444,neo,Other and unsp malignant neoplasm of skin of scalp and neck,Other and unspecified malignant neoplasm of skin of scalp and neck,C44,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C445,neo,Other and unspecified malignant neoplasm of skin of trunk,Other and unspecified malignant neoplasm of skin of trunk,C44,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C446,neo,"Oth and unsp malig neoplasm skin/ upper limb, inc shoulder","Other and unspecified malignant neoplasm of skin of upper limb, including shoulder",C44,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C447,neo,"Oth and unsp malignant neoplasm skin/ lower limb, inc hip","Other and unspecified malignant neoplasm of skin of lower limb, including hip",C44,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C449,neo,"Other and unsp malignant neoplasm of skin, unspecified","Other and unspecified malignant neoplasm of skin, unspecified",C44,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C450,none,Mesothelioma of pleura,Mesothelioma of pleura,C45,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C451,neo,Mesothelioma of peritoneum,Mesothelioma of peritoneum,C45,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C457,neo,Mesothelioma of other sites,Mesothelioma of other sites,C45,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C459,neo,"Mesothelioma, unspecified","Mesothelioma, unspecified",C45,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C460,none,Kaposi's sarcoma of skin,Kaposi's sarcoma of skin,C46,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C469,none,"Kaposi's sarcoma, unspecified","Kaposi's sarcoma, unspecified",C46,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C470,none,"Malignant neoplasm of prph nerves of head, face and neck","Malignant neoplasm of peripheral nerves of head, face and neck",C47,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C471,neo,"Malig neoplasm of prph nerves of upper limb, inc shoulder","Malignant neoplasm of peripheral nerves of upper limb, including shoulder",C47,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C472,neo,"Malignant neoplasm of prph nerves of lower limb, inc hip","Malignant neoplasm of peripheral nerves of lower limb, including hip",C47,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C473,neo,Malignant neoplasm of peripheral nerves of thorax,Malignant neoplasm of peripheral nerves of thorax,C47,Malignant Neoplasms Of Mesothelial And Soft Tissue,Neoplasms
C475,neo,Malignant neoplasm of peripheral nerves of pelvis,Malignant neoplasm of peripheral nerves of pelvis,C47,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C479,neo,"Malig neoplasm of prph nerves and autonm nervous sys, unsp","Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",C47,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C480,none,Malignant neoplasm of retroperitoneum,Malignant neoplasm of retroperitoneum,C48,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C481,neo,Malignant neoplasm of specified parts of peritoneum,Malignant neoplasm of specified parts of peritoneum,C48,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C482,neo,"Malignant neoplasm of peritoneum, unspecified","Malignant neoplasm of peritoneum, unspecified",C48,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C490,none,"Malig neoplm of conn and soft tissue of head, face and neck","Malignant neoplasm of connective and soft tissue of head, face and neck",C49,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C491,neo,"Malig neoplm of conn and soft tiss of upper limb, inc shldr","Malignant neoplasm of connective and soft tissue of upper limb, including shoulder",C49,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C492,neo,"Malig neoplm of conn and soft tissue of lower limb, inc hip","Malignant neoplasm of connective and soft tissue of lower limb, including hip",C49,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C493,neo,Malignant neoplasm of connective and soft tissue of thorax,Malignant neoplasm of connective and soft tissue of thorax,C49,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C494,neo,Malignant neoplasm of connective and soft tissue of abdomen,Malignant neoplasm of connective and soft tissue of abdomen,C49,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C495,neo,Malignant neoplasm of connective and soft tissue of pelvis,Malignant neoplasm of connective and soft tissue of pelvis,C49,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C498,neo,Malignant neoplasm of ovrlp sites of conn and soft tissue,Malignant neoplasm of overlapping sites of connective and soft tissue,C49,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C499,neo,"Malignant neoplasm of connective and soft tissue, unsp","Malignant neoplasm of connective and soft tissue, unspecified",C49,Melanoma And Other Malignant Neoplasms Of Skin,Neoplasms
C500,none,Malignant neoplasm of nipple and areola,Malignant neoplasm of nipple and areola,C50,Malignant Neoplasms Of Breast,Neoplasms
C501,neo,Malignant neoplasm of central portion of breast,Malignant neoplasm of central portion of breast,C50,Malignant Neoplasms Of Breast,Neoplasms
C509,neo,Malignant neoplasm of breast of unspecified site,Malignant neoplasm of breast of unspecified site,C50,Malignant Neoplasms Of Breast,Neoplasms
C510,none,Malignant neoplasm of labium majus,Malignant neoplasm of labium majus,C51,Malignant Neoplasms Of Female Genital Organs,Neoplasms
C519,neo,"Malignant neoplasm of vulva, unspecified","Malignant neoplasm of vulva, unspecified",C51,Malignant Neoplasms Of Female Genital Organs,Neoplasms
C52,neo,Malignant neoplasm of vagina,Malignant neoplasm of vagina,C52,Malignant Neoplasms Of Female Genital Organs,Neoplasms
C530,none,Malignant neoplasm of endocervix,Malignant neoplasm of endocervix,C53,Malignant Neoplasms Of Female Genital Organs,Neoplasms
C539,neo,"Malignant neoplasm of cervix uteri, unspecified","Malignant neoplasm of cervix uteri, unspecified",C53,Malignant Neoplasms Of Female Genital Organs,Neoplasms
C541,neo,Malignant neoplasm of endometrium,Malignant neoplasm of endometrium,C54,Malignant Neoplasms Of Female Genital Organs,Neoplasms
C549,neo,"Malignant neoplasm of corpus uteri, unspecified","Malignant neoplasm of corpus uteri, unspecified",C54,Malignant Neoplasms Of Female Genital Organs,Neoplasms
C55,neo,"Malignant neoplasm of uterus, part unspecified","Malignant neoplasm of uterus, part unspecified",C55,Malignant Neoplasms Of Female Genital Organs,Neoplasms
