predicted_causeid,code,short_desc,long_desc,three_digit,sub_chapter,chapter,all_text
neo,C786,Secondary malignant neoplasm of retroperiton and peritoneum,Secondary malignant neoplasm of retroperitoneum and peritoneum,C78,Malignant Neuroendocrine Tumors,Neoplasms,C786 Secondary malignant neoplasm of retroperitoneum and peritoneum Malignant Neuroendocrine Tumors Neoplasms
neo,C787,Secondary malig neoplasm of liver and intrahepatic bile duct,Secondary malignant neoplasm of liver and intrahepatic bile duct,C78,Malignant Neuroendocrine Tumors,Neoplasms,C787 Secondary malignant neoplasm of liver and intrahepatic bile duct Malignant Neuroendocrine Tumors Neoplasms
neo,C788,Secondary malignant neoplasm of and unsp digestive organs,Secondary malignant neoplasm of other and unspecified digestive organs,C78,Malignant Neuroendocrine Tumors,Neoplasms,C788 Secondary malignant neoplasm of other and unspecified digestive organs Malignant Neuroendocrine Tumors Neoplasms
neo,C792,Secondary malignant neoplasm of skin,Secondary malignant neoplasm of skin,C79,Malignant Neuroendocrine Tumors,Neoplasms,C792 Secondary malignant neoplasm of skin Malignant Neuroendocrine Tumors Neoplasms
neo,C793,Secondary malignant neoplasm of brain and cerebral meninges,Secondary malignant neoplasm of brain and cerebral meninges,C79,Malignant Neuroendocrine Tumors,Neoplasms,C793 Secondary malignant neoplasm of brain and cerebral meninges Malignant Neuroendocrine Tumors Neoplasms
neo,C794,Secondary malig neoplasm of and unsp parts of nervous sys,Secondary malignant neoplasm of other and unspecified parts of nervous system,C79,Malignant Neuroendocrine Tumors,Neoplasms,C794 Secondary malignant neoplasm of other and unspecified parts of nervous system Malignant Neuroendocrine Tumors Neoplasms
neo,C795,Secondary malignant neoplasm of bone and bone marrow,Secondary malignant neoplasm of bone and bone marrow,C79,Malignant Neuroendocrine Tumors,Neoplasms,C795 Secondary malignant neoplasm of bone and bone marrow Malignant Neuroendocrine Tumors Neoplasms
neo,C798,Secondary malignant neoplasm of other specified sites,Secondary malignant neoplasm of other specified sites,C79,Secondary Neuroendocrine Tumors,Neoplasms,C798 Secondary malignant neoplasm of other specified sites Secondary Neuroendocrine Tumors Neoplasms
neo,C80,Malignant neoplasm without specification of site,Malignant neoplasm without specification of site,C80,"Malignant Neoplasms Of Ill-Defined, Other Secondary And Unspecified Sites",Neoplasms,"C80 Malignant neoplasm without specification of site Malignant Neoplasms Of Ill-Defined, Other Secondary And Unspecified Sites Neoplasms"
neo,C800,"Disseminated malignant neoplasm, unspecified","Disseminated malignant neoplasm, unspecified",C80,"Malignant Neoplasms Of Ill-Defined, Other Secondary And Unspecified Sites",Neoplasms,"C800 Disseminated malignant neoplasm, unspecified Malignant Neoplasms Of Ill-Defined, Other Secondary And Unspecified Sites Neoplasms"
neo,C820,Follicular lymphoma grade I,Follicular lymphoma grade I,C82,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C820 Follicular lymphoma grade I Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C830,Small cell B-cell lymphoma,Small cell B-cell lymphoma,C83,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C830 Small cell B-cell lymphoma Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C840,Mycosis fungoides,Mycosis fungoides,C84,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C840 Mycosis fungoides Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C880,Waldenstrom macroglobulinemia,Waldenstrom macroglobulinemia,C88,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C880 Waldenstrom macroglobulinemia Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C900,Multiple myeloma,Multiple myeloma,C90,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C900 Multiple myeloma Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C910,Acute lymphoblastic leukemia [ALL],Acute lymphoblastic leukemia [ALL],C91,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C910 Acute lymphoblastic leukemia [ALL] Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C920,Acute myeloblastic leukemia,Acute myeloblastic leukemia,C92,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C920 Acute myeloblastic leukemia Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C930,Acute monoblastic/monocytic leukemia,Acute monoblastic/monocytic leukemia,C93,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C930 Acute monoblastic/monocytic leukemia Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C940,Acute erythroid leukemia,Acute erythroid leukemia,C94,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C940 Acute erythroid leukemia Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,C950,Acute leukemia of unspecified cell type,Acute leukemia of unspecified cell type,C95,"Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue",Neoplasms,"C950 Acute leukemia of unspecified cell type Malignant Neoplasms Of Lymphoid, Hematopoietic And Related Tissue Neoplasms"
neo,D139,Benign neoplasm of ill-defined sites within the dgstv sys,Benign neoplasm of ill-defined sites within the digestive system,D13,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D139 Benign neoplasm of ill-defined sites within the digestive system Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D140,"Benign neoplasm of mid ear, nasl cav and accessory sinuses","Benign neoplasm of middle ear, nasal cavity and accessory sinuses",D14,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D140 Benign neoplasm of middle ear, nasal cavity and accessory sinuses Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D174,Benign lipomatous neoplasm of intrathoracic organs,Benign lipomatous neoplasm of intrathoracic organs,D17,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D174 Benign lipomatous neoplasm of intrathoracic organs Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D180,Hemangioma,Hemangioma,D18,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D180 Hemangioma Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D181,"Lymphangioma, any site","Lymphangioma, any site",D18,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D181 Lymphangioma, any site Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D300,Benign neoplasm of kidney,Benign neoplasm of kidney,D30,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D300 Benign neoplasm of kidney Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D320,Benign neoplasm of cerebral meninges,Benign neoplasm of cerebral meninges,D32,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D320 Benign neoplasm of cerebral meninges Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D330,"Benign neoplasm of brain, supratentorial","Benign neoplasm of brain, supratentorial",D33,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D330 Benign neoplasm of brain, supratentorial Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D350,Benign neoplasm of adrenal gland,Benign neoplasm of adrenal gland,D35,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D350 Benign neoplasm of adrenal gland Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D369,"Benign neoplasm, unspecified site","Benign neoplasm, unspecified site",D36,"Benign Neoplasms, Except Benign Neuroendocrine Tumors",Neoplasms,"D369 Benign neoplasm, unspecified site Benign Neoplasms, Except Benign Neuroendocrine Tumors Neoplasms"
neo,D370,"Neoplasm of uncrt behavior of lip, oral cavity and pharynx","Neoplasm of uncertain behavior of lip, oral cavity and pharynx",D37,"Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes",Neoplasms,"D370 Neoplasm of uncertain behavior of lip, oral cavity and pharynx Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes Neoplasms"
neo,D376,"Neoplasm of uncertain behavior of liver, GB & bile duct","Neoplasm of uncertain behavior of liver, gallbladder and bile ducts",D37,Benign Neuroendocrine Tumors,Neoplasms,"D376 Neoplasm of uncertain behavior of liver, gallbladder and bile ducts Benign Neuroendocrine Tumors Neoplasms"
neo,D379,"Neoplasm of uncertain behavior of digestive organ, unsp","Neoplasm of uncertain behavior of digestive organ, unspecified",D37,Benign Neuroendocrine Tumors,Neoplasms,"D379 Neoplasm of uncertain behavior of digestive organ, unspecified Benign Neuroendocrine Tumors Neoplasms"
neo,D380,Neoplasm of uncertain behavior of larynx,Neoplasm of uncertain behavior of larynx,D38,Benign Neuroendocrine Tumors,Neoplasms,D380 Neoplasm of uncertain behavior of larynx Benign Neuroendocrine Tumors Neoplasms
neo,D390,Neoplasm of uncertain behavior of uterus,Neoplasm of uncertain behavior of uterus,D39,Benign Neuroendocrine Tumors,Neoplasms,D390 Neoplasm of uncertain behavior of uterus Benign Neuroendocrine Tumors Neoplasms
neo,D410,Neoplasm of uncertain behavior of kidney,Neoplasm of uncertain behavior of kidney,D41,"Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes",Neoplasms,"D410 Neoplasm of uncertain behavior of kidney Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes Neoplasms"
neo,D430,"Neoplasm of uncertain behavior of brain, supratentorial","Neoplasm of uncertain behavior of brain, supratentorial",D43,"Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes",Neoplasms,"D430 Neoplasm of uncertain behavior of brain, supratentorial Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes Neoplasms"
neo,D440,Neoplasm of uncertain behavior of thyroid gland,Neoplasm of uncertain behavior of thyroid gland,D44,"Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes",Neoplasms,"D440 Neoplasm of uncertain behavior of thyroid gland Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes Neoplasms"
neo,D449,Neoplasm of uncertain behavior of unsp endocrine gland,Neoplasm of uncertain behavior of unspecified endocrine gland,D44,"Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes",Neoplasms,"D449 Neoplasm of uncertain behavior of unspecified endocrine gland Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes Neoplasms"
neo,D480,Neoplasm of uncertain behavior of bone/artic cartl,Neoplasm of uncertain behavior of bone and articular cartilage,D48,"Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes",Neoplasms,"D480 Neoplasm of uncertain behavior of bone and articular cartilage Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes Neoplasms"
neo,D487,Neoplasm of uncertain behavior of other specified sites,Neoplasm of uncertain behavior of other specified sites,D48,"Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes",Neoplasms,"D487 Neoplasm of uncertain behavior of other specified sites Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes Neoplasms"
neo,D489,"Neoplasm of uncertain behavior, unspecified","Neoplasm of uncertain behavior, unspecified",D48,"Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes",Neoplasms,"D489 Neoplasm of uncertain behavior, unspecified Neoplasms Of Uncertain Behavior, Polycythemia Vera And Myelodysplastic Syndromes Neoplasms"
otherncd,D500,Iron deficiency anemia secondary to blood loss (chronic),Iron deficiency anemia secondary to blood loss (chronic),D50,Nutritional Anemias,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D500 Iron deficiency anemia secondary to blood loss (chronic) Nutritional Anemias Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D509,"Iron deficiency anemia, unspecified","Iron deficiency anemia, unspecified",D50,Nutritional Anemias,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"D509 Iron deficiency anemia, unspecified Nutritional Anemias Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
otherncd,D510,Vitamin B12 defic anemia due to intrinsic factor deficiency,Vitamin B12 deficiency anemia due to intrinsic factor deficiency,D51,Nutritional Anemias,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D510 Vitamin B12 deficiency anemia due to intrinsic factor deficiency Nutritional Anemias Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D560,Alpha thalassemia,Alpha thalassemia,D56,Hemolytic Anemias,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D560 Alpha thalassemia Hemolytic Anemias Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D610,Constitutional aplastic anemia,Constitutional aplastic anemia,D61,Aplastic And Other Anemias And Other Bone Marrow Failure Syndromes,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D610 Constitutional aplastic anemia Aplastic And Other Anemias And Other Bone Marrow Failure Syndromes Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D643,Other sideroblastic anemias,Other sideroblastic anemias,D64,Aplastic And Other Anemias And Other Bone Marrow Failure Syndromes,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D643 Other sideroblastic anemias Aplastic And Other Anemias And Other Bone Marrow Failure Syndromes Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D648,Other specified anemias,Other specified anemias,D64,Aplastic And Other Anemias And Other Bone Marrow Failure Syndromes,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D648 Other specified anemias Aplastic And Other Anemias And Other Bone Marrow Failure Syndromes Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
